Absolute_Position,Normalized_Position,Utterance_Length,Utterance_Length_Unique,Utterance_Length_Stemmed_Unique,Is_Starter
2,0.4,24,23,22,False
3,0.6,57,39,38,False
4,0.8,8,7,7,True
5,1.0,20,16,16,False
1,0.2,37,28,27,True
2,0.4,13,12,12,False
3,0.6,18,17,17,False
4,0.8,77,52,49,False
5,1.0,80,50,47,False
1,0.1111111111111111,94,64,59,True
2,0.2222222222222222,40,35,35,False
3,0.3333333333333333,160,106,100,True
4,0.4444444444444444,50,37,36,False
5,0.5555555555555556,82,52,50,True
6,0.6666666666666666,79,60,59,False
7,0.7777777777777778,178,113,101,True
8,0.8888888888888888,47,36,36,False
9,1.0,52,43,42,False
1,0.3333333333333333,29,25,24,True
2,0.6666666666666666,64,47,47,False
3,1.0,27,23,22,True
1,0.25,17,17,17,True
2,0.5,14,12,12,False
3,0.75,52,44,43,False
4,1.0,9,8,8,False
1,0.2,44,32,29,True
2,0.4,64,48,43,False
3,0.6,68,49,46,True
4,0.8,118,78,72,False
5,1.0,22,19,18,True
1,0.25,122,74,68,True
2,0.5,128,71,64,False
3,0.75,61,45,44,False
4,1.0,44,37,36,False
1,0.3333333333333333,50,39,38,True
2,0.6666666666666666,158,98,94,False
3,1.0,10,10,10,False
1,0.3333333333333333,14,12,12,True
2,0.6666666666666666,38,31,31,False
3,1.0,10,9,9,False
1,0.2,19,18,18,True
2,0.4,15,14,14,False
3,0.6,25,22,22,False
4,0.8,15,15,15,False
5,1.0,17,15,15,False
1,0.3333333333333333,20,19,19,True
2,0.6666666666666666,160,98,91,False
3,1.0,6,5,5,True
1,0.25,131,71,60,True
2,0.5,60,47,47,False
3,0.75,76,48,46,False
4,1.0,18,17,17,False
1,0.3333333333333333,31,29,29,True
2,0.6666666666666666,48,36,34,False
3,1.0,15,13,13,False
1,0.16666666666666666,45,31,29,True
2,0.3333333333333333,3,3,3,False
3,0.5,70,54,49,False
4,0.6666666666666666,13,13,13,False
5,0.8333333333333334,35,28,28,False
6,1.0,16,15,15,False
1,0.125,225,121,113,True
2,0.25,46,32,31,False
3,0.375,37,26,26,True
4,0.5,54,37,32,False
5,0.625,148,84,75,True
6,0.75,31,23,23,True
7,0.875,104,69,61,False
8,1.0,36,26,25,True
1,0.1111111111111111,21,17,17,True
2,0.2222222222222222,16,12,11,False
4,0.4444444444444444,25,17,14,False
5,0.5555555555555556,13,13,13,True
6,0.6666666666666666,28,25,24,False
7,0.7777777777777778,15,13,13,True
8,0.8888888888888888,27,23,23,False
9,1.0,31,23,22,True
10,1.1111111111111112,19,17,16,False
1,0.16666666666666666,26,22,22,True
2,0.3333333333333333,40,29,25,False
3,0.5,26,22,22,True
4,0.6666666666666666,29,26,23,False
5,0.8333333333333334,53,37,35,False
6,1.0,26,24,23,False
1,0.3333333333333333,121,74,69,True
2,0.6666666666666666,56,41,40,False
3,1.0,142,82,76,False
1,0.2,34,27,26,True
2,0.4,46,33,33,False
3,0.6,34,28,28,False
4,0.8,12,10,10,True
5,1.0,3,3,3,False
1,0.25,85,55,52,True
2,0.5,19,17,17,False
3,0.75,17,15,15,False
4,1.0,26,21,21,True
1,0.3333333333333333,35,25,25,True
2,0.6666666666666666,22,20,20,False
3,1.0,10,9,9,True
1,0.3333333333333333,34,23,23,True
2,0.6666666666666666,95,73,67,False
3,1.0,6,6,6,False
1,0.3333333333333333,128,75,72,True
2,0.6666666666666666,40,32,32,False
3,1.0,6,5,5,True
1,0.16666666666666666,47,36,35,True
2,0.3333333333333333,13,13,13,False
3,0.5,23,22,22,True
4,0.6666666666666666,25,18,17,False
5,0.8333333333333334,23,20,20,False
6,1.0,35,27,26,False
1,0.3333333333333333,23,19,19,True
2,0.6666666666666666,77,49,42,False
3,1.0,45,36,35,False
1,0.14285714285714285,47,39,38,True
2,0.2857142857142857,47,33,32,False
3,0.42857142857142855,27,23,21,True
4,0.5714285714285714,31,26,25,False
5,0.7142857142857143,42,30,29,False
6,0.8571428571428571,14,12,12,False
7,1.0,15,12,12,False
1,0.25,50,34,32,True
2,0.5,59,43,41,False
3,0.75,270,124,109,False
4,1.0,6,6,6,False
1,0.125,45,26,24,True
2,0.25,35,31,29,False
3,0.375,20,19,19,False
4,0.5,49,37,35,True
5,0.625,15,14,14,False
6,0.75,7,7,7,True
7,0.875,10,9,9,True
8,1.0,10,10,10,False
1,0.25,38,29,29,True
2,0.5,27,24,24,False
3,0.75,109,79,74,False
4,1.0,1,1,1,False
1,0.14285714285714285,120,73,71,True
2,0.2857142857142857,24,22,22,False
3,0.42857142857142855,23,18,18,True
4,0.5714285714285714,40,31,29,False
5,0.7142857142857143,49,37,35,True
6,0.8571428571428571,61,41,39,True
7,1.0,34,31,31,True
1,0.3333333333333333,15,13,13,True
2,0.6666666666666666,62,44,39,False
3,1.0,6,6,6,True
1,0.2,3,3,3,True
2,0.4,55,43,42,False
3,0.6,12,10,10,True
4,0.8,30,28,26,False
5,1.0,11,11,10,False
1,0.16666666666666666,73,46,43,True
2,0.3333333333333333,63,46,42,False
3,0.5,26,20,20,True
4,0.6666666666666666,129,80,70,False
5,0.8333333333333334,42,33,32,True
6,1.0,47,37,32,False
1,0.25,30,25,24,True
2,0.5,79,59,52,False
3,0.75,7,7,7,False
4,1.0,9,6,6,False
1,0.3333333333333333,68,52,49,True
2,0.6666666666666666,101,30,27,False
3,1.0,5,5,5,False
1,0.25,20,16,15,True
2,0.5,31,25,24,False
3,0.75,19,14,14,True
4,1.0,31,23,22,False
1,0.3333333333333333,127,48,48,True
2,0.6666666666666666,101,32,30,False
3,1.0,8,8,8,True
1,0.3333333333333333,46,40,39,True
2,0.6666666666666666,34,29,29,False
3,1.0,17,17,16,False
1,0.125,63,44,44,True
2,0.25,25,21,21,False
3,0.375,47,33,33,True
4,0.5,6,6,6,False
5,0.625,9,9,9,False
6,0.75,9,9,9,False
7,0.875,19,17,17,False
8,1.0,23,20,20,False
1,0.25,190,108,103,True
2,0.5,42,34,34,False
3,0.75,90,63,61,True
4,1.0,82,40,40,False
1,0.3333333333333333,80,64,62,True
2,0.6666666666666666,39,31,29,False
3,1.0,47,37,37,False
1,0.3333333333333333,24,22,22,True
2,0.6666666666666666,67,50,48,False
3,1.0,72,51,49,False
1,0.3333333333333333,7,7,7,True
2,0.6666666666666666,32,27,26,False
3,1.0,15,15,14,False
1,0.14285714285714285,12,11,11,True
2,0.2857142857142857,59,43,41,False
3,0.42857142857142855,13,13,13,False
4,0.5714285714285714,54,46,45,False
5,0.7142857142857143,17,15,15,True
6,0.8571428571428571,16,15,15,False
7,1.0,30,22,22,True
1,0.25,75,56,54,True
2,0.5,49,32,30,False
3,0.75,134,105,98,False
4,1.0,10,9,9,False
1,0.25,67,48,47,True
2,0.5,64,40,40,False
3,0.75,92,65,62,False
4,1.0,9,8,8,False
1,0.14285714285714285,51,37,35,True
2,0.2857142857142857,30,24,23,False
3,0.42857142857142855,40,27,24,True
4,0.5714285714285714,57,42,41,True
5,0.7142857142857143,21,19,19,False
6,0.8571428571428571,42,32,30,False
7,1.0,33,26,26,False
1,0.25,11,11,11,True
2,0.5,90,58,56,False
3,0.75,25,23,23,True
4,1.0,15,15,15,True
1,0.3333333333333333,41,32,31,True
2,0.6666666666666666,101,30,27,False
3,1.0,20,16,15,False
1,0.14285714285714285,30,26,26,True
2,0.2857142857142857,65,54,52,False
3,0.42857142857142855,15,14,14,False
4,0.5714285714285714,137,63,56,True
5,0.7142857142857143,19,15,14,False
6,0.8571428571428571,12,11,11,False
7,1.0,3,3,3,True
1,0.16666666666666666,74,51,50,True
2,0.3333333333333333,169,91,88,False
3,0.5,5,3,3,True
4,0.6666666666666666,21,20,19,False
5,0.8333333333333334,4,4,4,False
6,1.0,7,7,7,True
1,0.25,102,67,62,True
2,0.5,47,30,29,False
3,0.75,20,17,17,True
4,1.0,10,8,8,False
1,0.3333333333333333,117,77,73,True
2,0.6666666666666666,87,55,51,False
3,1.0,11,10,10,False
1,0.25,20,18,18,True
2,0.5,143,90,78,False
3,0.75,25,19,18,False
4,1.0,48,32,31,False
1,0.3333333333333333,67,41,40,True
2,0.6666666666666666,85,32,32,False
3,1.0,9,9,9,True
1,0.3333333333333333,16,14,14,True
2,0.6666666666666666,26,21,21,False
3,1.0,7,6,6,True
1,0.2,29,23,23,True
2,0.4,49,41,40,False
3,0.6,7,7,7,True
4,0.8,52,36,33,False
5,1.0,39,33,31,False
1,0.3333333333333333,102,54,49,True
2,0.6666666666666666,32,22,22,False
3,1.0,4,4,4,True
1,0.3333333333333333,37,28,27,True
2,0.6666666666666666,39,32,31,False
3,1.0,66,40,38,True
1,0.2,23,21,21,True
2,0.4,72,51,45,False
3,0.6,25,19,18,False
4,0.8,12,12,11,False
5,1.0,5,5,5,True
1,0.2,108,68,64,True
2,0.4,21,19,19,False
3,0.6,13,13,12,False
4,0.8,69,54,53,True
5,1.0,82,68,65,False
1,0.2,198,90,84,True
2,0.4,7,7,7,False
3,0.6,72,33,33,True
4,0.8,17,15,15,False
5,1.0,13,12,12,False
1,0.2,44,32,30,True
2,0.4,28,26,26,False
3,0.6,54,44,40,False
4,0.8,115,78,74,True
5,1.0,37,31,28,False
1,0.25,205,109,100,True
2,0.5,61,50,47,False
3,0.75,54,40,38,True
4,1.0,27,24,23,False
1,0.3333333333333333,90,66,65,True
2,0.6666666666666666,118,74,68,False
3,1.0,15,13,13,False
1,0.25,91,56,53,True
2,0.5,40,32,31,False
3,0.75,8,8,8,True
4,1.0,22,20,20,False
1,0.2,6,6,6,True
2,0.4,109,68,62,True
3,0.6,9,8,8,False
4,0.8,19,19,19,False
5,1.0,2,2,2,False
1,0.3333333333333333,10,9,9,True
2,0.6666666666666666,27,24,23,False
3,1.0,35,28,26,False
1,0.2,205,65,63,True
2,0.4,76,31,31,False
3,0.6,16,13,13,True
4,0.8,92,43,43,True
5,1.0,15,13,13,False
1,0.14285714285714285,54,40,40,True
2,0.2857142857142857,26,23,23,False
3,0.42857142857142855,28,24,24,True
4,0.5714285714285714,55,44,43,False
5,0.7142857142857143,66,47,47,True
6,0.8571428571428571,19,17,16,False
7,1.0,19,17,16,False
1,0.16666666666666666,25,24,22,True
2,0.3333333333333333,5,5,5,False
3,0.5,29,21,21,False
4,0.6666666666666666,11,10,10,False
5,0.8333333333333334,22,19,19,True
6,1.0,9,8,8,False
1,0.25,69,47,42,True
2,0.5,65,35,35,False
3,0.75,5,4,4,True
4,1.0,3,3,3,False
1,0.25,51,34,30,True
2,0.5,53,40,37,False
3,0.75,61,50,49,False
4,1.0,40,30,29,False
1,0.3333333333333333,73,48,44,True
2,0.6666666666666666,36,32,32,False
3,1.0,51,42,40,False
1,0.16666666666666666,13,13,13,True
2,0.3333333333333333,21,19,18,False
3,0.5,27,21,20,False
5,0.8333333333333334,20,19,19,False
6,1.0,9,9,9,False
7,1.1666666666666667,27,22,22,False
1,0.14285714285714285,82,53,51,True
2,0.2857142857142857,377,198,168,False
3,0.42857142857142855,44,36,33,True
4,0.5714285714285714,40,32,29,False
5,0.7142857142857143,57,43,41,False
6,0.8571428571428571,92,71,62,False
7,1.0,6,6,5,False
1,0.14285714285714285,97,58,57,True
2,0.2857142857142857,128,84,76,False
3,0.42857142857142855,25,23,23,True
4,0.5714285714285714,15,14,14,False
5,0.7142857142857143,45,31,31,True
6,0.8571428571428571,131,93,89,False
7,1.0,30,26,26,True
1,0.2,78,60,57,True
2,0.4,63,50,47,False
3,0.6,70,50,49,True
4,0.8,77,63,61,False
5,1.0,50,36,35,True
1,0.3333333333333333,67,43,40,True
2,0.6666666666666666,150,71,62,False
3,1.0,3,3,3,True
1,0.3333333333333333,14,12,12,True
2,0.6666666666666666,30,25,25,False
3,1.0,6,6,6,False
1,0.25,23,20,20,True
2,0.5,43,34,34,False
3,0.75,45,38,36,False
4,1.0,1,1,1,False
1,0.3333333333333333,27,20,19,True
2,0.6666666666666666,86,70,61,False
3,1.0,53,38,35,True
1,0.25,119,59,54,True
2,0.5,27,21,21,False
3,0.75,93,54,53,True
4,1.0,32,27,26,False
1,0.3333333333333333,48,38,37,True
2,0.6666666666666666,82,63,57,False
3,1.0,95,60,60,False
1,0.3333333333333333,8,8,8,True
2,0.6666666666666666,33,29,28,False
3,1.0,4,4,4,True
1,0.14285714285714285,49,33,32,True
2,0.2857142857142857,46,34,32,False
3,0.42857142857142855,33,29,28,False
4,0.5714285714285714,17,15,14,True
5,0.7142857142857143,20,17,17,True
6,0.8571428571428571,66,41,41,False
7,1.0,11,10,10,True
1,0.3333333333333333,16,13,13,True
2,0.6666666666666666,66,51,48,False
3,1.0,59,46,44,False
1,0.2,25,21,21,True
2,0.4,113,83,77,False
3,0.6,24,20,20,False
4,0.8,49,38,36,False
5,1.0,13,13,13,True
1,0.3333333333333333,49,36,34,True
2,0.6666666666666666,12,11,11,False
3,1.0,24,20,19,False
1,0.1111111111111111,52,42,41,True
2,0.2222222222222222,106,75,70,False
3,0.3333333333333333,6,6,6,True
4,0.4444444444444444,66,48,45,False
5,0.5555555555555556,32,29,29,True
6,0.6666666666666666,33,28,27,False
7,0.7777777777777778,25,23,20,True
9,1.0,40,32,31,False
10,1.1111111111111112,87,64,63,False
1,0.25,81,58,52,True
2,0.5,69,52,50,False
3,0.75,9,8,8,False
4,1.0,63,45,44,False
1,0.2,51,39,37,True
2,0.4,58,47,45,False
3,0.6,16,16,16,True
4,0.8,29,27,24,False
5,1.0,5,5,5,True
1,0.2,32,26,25,True
2,0.4,31,20,19,False
3,0.6,17,15,14,True
4,0.8,4,4,4,False
5,1.0,11,10,10,False
1,0.3333333333333333,76,57,55,True
2,0.6666666666666666,37,31,29,False
3,1.0,6,6,6,False
1,0.1,82,54,52,True
2,0.2,96,64,63,False
3,0.3,374,167,152,True
4,0.4,89,68,66,False
5,0.5,49,36,35,True
6,0.6,79,59,57,False
7,0.7,22,20,19,True
8,0.8,10,9,9,False
9,0.9,17,16,16,False
10,1.0,19,16,16,True
1,0.3333333333333333,54,41,40,True
2,0.6666666666666666,24,21,21,False
3,1.0,11,11,11,False
1,0.2,64,44,42,True
2,0.4,67,48,47,False
3,0.6,48,32,29,False
4,0.8,47,26,26,True
5,1.0,20,15,15,False
1,0.16666666666666666,81,45,44,True
2,0.3333333333333333,120,73,64,False
3,0.5,153,95,83,False
4,0.6666666666666666,43,34,33,True
5,0.8333333333333334,51,37,37,True
6,1.0,25,13,13,False
1,0.3333333333333333,41,31,31,True
2,0.6666666666666666,390,192,169,False
3,1.0,16,14,14,False
1,0.14285714285714285,48,31,30,True
2,0.2857142857142857,70,49,47,False
3,0.42857142857142855,25,23,23,True
4,0.5714285714285714,30,24,24,False
5,0.7142857142857143,21,20,20,False
6,0.8571428571428571,126,73,66,False
7,1.0,22,19,19,True
1,0.3333333333333333,62,44,43,True
2,0.6666666666666666,51,43,38,False
3,1.0,5,4,4,True
1,0.3333333333333333,55,37,35,True
2,0.6666666666666666,209,125,107,False
3,1.0,2,2,2,False
1,0.2,288,142,133,True
2,0.4,5,4,4,False
3,0.6,50,43,39,True
4,0.8,33,13,13,False
5,1.0,28,21,21,True
1,0.25,75,40,39,True
2,0.5,77,61,60,False
3,0.75,81,57,52,False
4,1.0,32,27,27,False
1,0.3333333333333333,32,23,21,True
2,0.6666666666666666,190,91,81,False
3,1.0,14,12,12,False
1,0.2,41,31,31,True
2,0.4,14,13,12,False
3,0.6,22,17,17,True
4,0.8,11,11,11,False
5,1.0,9,8,8,True
1,0.25,46,34,33,True
2,0.5,45,31,29,False
3,0.75,13,11,11,False
4,1.0,18,16,16,True
1,0.3333333333333333,51,36,34,True
2,0.6666666666666666,91,67,65,False
3,1.0,122,87,81,False
1,0.3333333333333333,23,20,20,True
2,0.6666666666666666,8,8,8,True
3,1.0,17,15,15,False
1,0.2,254,122,114,True
2,0.4,10,10,9,False
3,0.6,198,102,91,True
4,0.8,88,38,37,False
5,1.0,11,11,11,True
1,0.2,41,36,36,True
2,0.4,15,13,13,False
3,0.6,58,48,47,True
4,0.8,25,18,18,False
5,1.0,38,34,34,False
1,0.14285714285714285,113,64,55,True
2,0.2857142857142857,154,116,100,False
3,0.42857142857142855,76,56,55,True
4,0.5714285714285714,98,68,63,False
5,0.7142857142857143,46,38,35,False
6,0.8571428571428571,35,30,29,True
7,1.0,17,14,13,True
1,0.125,27,22,19,True
2,0.25,21,17,17,False
3,0.375,46,28,26,True
4,0.5,61,49,42,False
5,0.625,19,15,15,False
6,0.75,6,5,5,True
7,0.875,9,9,9,True
8,1.0,8,7,7,True
1,0.16666666666666666,49,29,28,True
2,0.3333333333333333,43,33,30,False
3,0.5,317,185,154,False
4,0.6666666666666666,5,5,5,True
5,0.8333333333333334,3,3,3,True
6,1.0,185,110,98,False
1,0.2,203,89,84,True
2,0.4,41,33,32,False
3,0.6,46,34,32,True
4,0.8,28,21,21,False
5,1.0,31,27,27,False
1,0.3333333333333333,7,7,7,True
2,0.6666666666666666,78,60,57,False
3,1.0,45,32,31,False
1,0.3333333333333333,51,40,38,True
2,0.6666666666666666,27,19,18,False
3,1.0,4,4,4,True
1,0.3333333333333333,39,31,30,True
2,0.6666666666666666,28,21,21,False
3,1.0,5,5,5,True
1,0.2,193,105,95,True
2,0.4,212,75,73,False
3,0.6,104,40,37,False
4,0.8,6,3,3,True
5,1.0,6,6,6,True
1,0.3333333333333333,28,23,23,True
2,0.6666666666666666,10,10,10,False
3,1.0,3,3,3,True
1,0.3333333333333333,44,33,31,True
2,0.6666666666666666,61,48,46,False
3,1.0,18,16,15,False
1,0.14285714285714285,92,55,49,True
2,0.2857142857142857,15,13,13,False
3,0.42857142857142855,66,54,50,False
4,0.5714285714285714,16,16,16,True
5,0.7142857142857143,23,23,22,False
6,0.8571428571428571,10,9,9,False
7,1.0,34,33,31,False
1,0.2,87,71,64,True
2,0.4,125,80,69,False
3,0.6,10,9,9,False
4,0.8,2,2,2,False
6,1.2,2,2,2,False
1,0.3333333333333333,23,20,20,True
2,0.6666666666666666,65,47,47,False
3,1.0,14,12,12,False
1,0.25,53,41,39,True
2,0.5,68,51,46,False
3,0.75,43,35,34,False
4,1.0,41,31,29,False
1,0.25,37,31,30,True
2,0.5,51,42,36,False
3,0.75,66,52,52,False
4,1.0,18,16,16,False
1,0.25,48,37,36,True
2,0.5,18,14,14,False
3,0.75,3,3,3,False
4,1.0,8,7,7,False
1,0.25,43,34,34,True
2,0.5,22,20,19,False
3,0.75,11,10,10,False
4,1.0,35,32,31,False
1,0.16666666666666666,109,61,59,True
2,0.3333333333333333,27,16,16,False
3,0.5,20,17,16,False
4,0.6666666666666666,19,14,14,True
5,0.8333333333333334,7,6,6,True
6,1.0,2,2,2,True
1,0.2,77,49,45,True
2,0.4,54,46,45,False
3,0.6,61,47,45,True
4,0.8,107,75,70,False
5,1.0,12,11,11,False
1,0.3333333333333333,9,8,8,True
2,0.6666666666666666,15,13,13,False
3,1.0,69,47,44,False
1,0.14285714285714285,39,28,28,True
2,0.2857142857142857,41,35,35,False
3,0.42857142857142855,28,25,25,False
4,0.5714285714285714,44,36,33,False
5,0.7142857142857143,63,47,43,True
6,0.8571428571428571,36,29,29,False
7,1.0,33,28,28,True
1,0.25,47,34,32,True
2,0.5,91,54,50,False
3,0.75,7,6,6,False
4,1.0,26,23,21,False
1,0.3333333333333333,80,56,56,True
2,0.6666666666666666,15,15,15,False
3,1.0,11,11,11,False
1,0.3333333333333333,84,45,45,True
2,0.6666666666666666,26,19,19,True
3,1.0,52,25,25,False
1,0.25,70,47,46,True
2,0.5,22,19,19,False
3,0.75,19,18,18,True
4,1.0,33,25,25,False
1,0.1111111111111111,32,27,25,True
2,0.2222222222222222,22,17,16,False
3,0.3333333333333333,43,33,30,False
4,0.4444444444444444,10,9,9,False
5,0.5555555555555556,45,34,33,True
6,0.6666666666666666,7,5,5,True
7,0.7777777777777778,10,10,10,True
8,0.8888888888888888,16,15,14,False
9,1.0,13,9,9,True
1,0.3333333333333333,32,22,21,True
2,0.6666666666666666,44,30,28,False
3,1.0,25,18,18,True
1,0.2,123,74,68,True
2,0.4,36,30,30,False
3,0.6,27,24,24,False
4,0.8,48,38,38,False
5,1.0,35,31,29,False
1,0.3333333333333333,41,32,31,True
2,0.6666666666666666,37,31,29,False
3,1.0,1,1,1,False
1,0.2,84,61,52,True
2,0.4,121,72,64,False
3,0.6,21,19,19,False
4,0.8,30,22,20,True
5,1.0,31,23,21,True
1,0.3333333333333333,51,34,34,True
2,0.6666666666666666,7,7,7,False
3,1.0,7,6,6,True
1,0.2,21,20,19,True
2,0.4,59,38,36,False
3,0.6,33,24,24,False
4,0.8,10,9,9,True
5,1.0,6,6,6,False
1,0.25,21,18,18,True
2,0.5,115,68,57,False
3,0.75,36,29,29,False
4,1.0,3,3,3,False
1,0.2,151,85,78,True
2,0.4,296,106,103,False
3,0.6,39,31,31,True
4,0.8,40,31,31,False
5,1.0,13,13,13,False
1,0.3333333333333333,157,86,80,True
2,0.6666666666666666,42,36,30,False
3,1.0,29,23,23,True
1,0.25,36,32,32,True
2,0.5,35,18,18,False
3,0.75,6,6,6,True
4,1.0,40,24,24,False
1,0.2,14,13,13,True
2,0.4,35,30,28,False
3,0.6,63,37,36,False
4,0.8,28,24,20,False
5,1.0,21,16,16,False
1,0.3333333333333333,7,6,6,True
2,0.6666666666666666,14,12,12,False
3,1.0,20,15,14,True
1,0.1111111111111111,63,45,44,True
2,0.2222222222222222,12,12,12,False
3,0.3333333333333333,28,21,21,True
4,0.4444444444444444,33,28,27,False
5,0.5555555555555556,38,32,31,True
6,0.6666666666666666,22,21,21,False
7,0.7777777777777778,10,8,8,True
8,0.8888888888888888,25,24,24,False
9,1.0,16,15,15,False
1,0.3333333333333333,174,106,97,True
2,0.6666666666666666,59,44,41,False
3,1.0,57,49,46,True
1,0.125,84,60,55,True
2,0.25,71,49,46,False
3,0.375,115,59,54,True
4,0.5,71,48,47,False
5,0.625,78,54,52,True
6,0.75,55,35,33,False
7,0.875,13,10,10,False
8,1.0,15,14,14,True
1,0.2,95,58,55,True
2,0.4,30,26,23,False
3,0.6,94,62,57,False
4,0.8,83,57,53,False
5,1.0,36,30,29,True
1,0.3333333333333333,40,31,29,True
2,0.6666666666666666,67,55,54,False
3,1.0,85,59,52,False
1,0.25,23,16,15,True
2,0.5,27,21,21,False
3,0.75,55,38,33,False
4,1.0,31,22,22,False
1,0.14285714285714285,55,35,34,True
2,0.2857142857142857,20,19,18,False
3,0.42857142857142855,36,28,27,True
4,0.5714285714285714,11,11,11,False
5,0.7142857142857143,89,63,59,True
6,0.8571428571428571,81,60,55,False
7,1.0,11,9,9,True
1,0.25,67,47,42,True
2,0.5,34,31,30,False
3,0.75,61,45,44,False
4,1.0,4,2,2,False
1,0.3333333333333333,36,30,30,True
2,0.6666666666666666,79,70,67,False
3,1.0,19,17,17,True
1,0.1,88,64,63,True
2,0.2,44,39,39,False
3,0.3,51,44,44,True
4,0.4,31,27,25,False
5,0.5,15,15,15,True
6,0.6,45,37,37,False
7,0.7,56,42,42,True
8,0.8,54,37,36,False
9,0.9,66,47,44,True
10,1.0,75,58,56,False
1,0.16666666666666666,14,10,10,True
2,0.3333333333333333,33,23,22,False
3,0.5,16,16,16,False
4,0.6666666666666666,16,13,13,False
5,0.8333333333333334,8,8,8,False
6,1.0,4,4,4,False
1,0.16666666666666666,16,14,14,True
2,0.3333333333333333,146,91,83,False
3,0.5,14,12,12,False
4,0.6666666666666666,15,13,13,False
5,0.8333333333333334,20,19,19,False
6,1.0,32,25,25,False
1,0.3333333333333333,29,24,22,True
2,0.6666666666666666,75,53,51,False
3,1.0,50,39,36,True
1,0.16666666666666666,30,22,21,True
2,0.3333333333333333,81,41,39,False
3,0.5,23,18,18,False
4,0.6666666666666666,12,11,11,False
5,0.8333333333333334,17,13,13,True
6,1.0,31,23,23,False
1,0.3333333333333333,68,48,45,True
2,0.6666666666666666,321,185,165,False
3,1.0,7,7,7,False
1,0.14285714285714285,15,12,11,True
2,0.2857142857142857,9,9,9,False
3,0.42857142857142855,30,23,21,True
4,0.5714285714285714,5,5,5,False
5,0.7142857142857143,22,18,18,True
6,0.8571428571428571,88,57,52,False
7,1.0,703,193,179,False
1,0.16666666666666666,54,40,38,True
2,0.3333333333333333,87,51,49,False
3,0.5,90,79,78,False
4,0.6666666666666666,36,32,32,True
5,0.8333333333333334,51,28,28,False
6,1.0,101,62,58,False
1,0.3333333333333333,37,27,26,True
2,0.6666666666666666,17,16,16,False
3,1.0,26,20,20,True
1,0.2,35,32,32,True
2,0.4,15,12,12,False
3,0.6,7,7,7,True
4,0.8,93,61,58,False
5,1.0,20,19,17,False
1,0.3333333333333333,57,41,40,True
2,0.6666666666666666,71,47,43,False
3,1.0,22,18,18,True
1,0.3333333333333333,14,13,13,True
2,0.6666666666666666,65,51,49,False
3,1.0,18,17,17,False
1,0.1111111111111111,32,26,23,True
2,0.2222222222222222,37,30,29,False
3,0.3333333333333333,43,33,31,True
4,0.4444444444444444,21,18,18,False
5,0.5555555555555556,11,9,9,True
6,0.6666666666666666,54,44,43,False
7,0.7777777777777778,15,10,10,True
8,0.8888888888888888,8,7,7,True
9,1.0,8,7,6,True
1,0.2,109,72,66,True
2,0.4,168,90,86,False
3,0.6,89,60,58,True
4,0.8,8,7,7,False
5,1.0,17,16,15,False
1,0.3333333333333333,62,45,38,True
2,0.6666666666666666,119,82,78,False
3,1.0,15,14,14,False
1,0.25,76,56,54,True
2,0.5,36,30,30,False
3,0.75,141,78,69,False
4,1.0,9,9,9,False
1,0.25,189,92,81,True
2,0.5,66,48,44,False
3,0.75,93,62,60,False
4,1.0,150,88,86,True
1,0.25,18,17,17,True
2,0.5,32,24,22,False
3,0.75,12,10,9,False
4,1.0,14,13,13,False
1,0.2,28,20,20,True
2,0.4,5,5,5,False
3,0.6,59,37,35,True
4,0.8,42,22,22,False
5,1.0,70,25,25,False
1,0.125,63,38,35,True
2,0.25,35,22,21,True
3,0.375,44,34,32,False
4,0.5,78,48,46,True
5,0.625,113,70,66,True
6,0.75,60,38,36,False
7,0.875,6,5,5,False
8,1.0,52,42,40,False
1,0.3333333333333333,27,26,25,True
2,0.6666666666666666,31,23,19,False
3,1.0,155,96,81,True
1,0.3333333333333333,14,13,12,True
2,0.6666666666666666,156,85,79,False
3,1.0,9,9,9,False
1,0.16666666666666666,36,23,22,True
2,0.3333333333333333,62,43,41,False
3,0.5,36,26,25,True
4,0.6666666666666666,99,53,52,False
5,0.8333333333333334,10,10,10,True
6,1.0,36,28,26,False
